DROGA ;MARCA ;PRESENTACION;LABORATORIO;COBERTURA;COPAGO
memantine clorh.+donepecilo clor;CARRIER PLUS;20/10mg comp.x56 (28+28);Casasco;50%;$ 32447.23
memantine clorh.+donepecilo clor;CARRIER PLUS;20/5mg comp.x 56 (28+28);Casasco;50%;$ 28749.2
memantine clorh.+donepecilo clor;VALPEX DUO;5/20 mg comp.x 60(30+30);Teva Argentina;50%;$ 29651.11
memantine+donepecilo;OLDINOT DUO;10/28mg comp.lib.con.x30;Elea;50%;$ 32449.65
memantine+donepecilo;LUCIDEX COMPLEX XR SPRINKLE;14/10 cáps.lib.prol.x 30;Bag¿;50%;$ 20678
memantine+donepecilo;MERITAL XR PLUS;14/10 cáps.lib.prol.x 30;Roemmers;50%;$ 30621
memantine+donepecilo;ENDOCLAR PLUS;14/10mg comp.lib.prolx30;Baliarda;50%;$ 33504.33
memantine+donepecilo;ALZETIX;14/10mg cáps.x 30;Gador;50%;$ 27195.64
memantine+donepecilo;LIRPAN PLUS;14/10mg cáps.x 30;Casasco;50%;$ 36899.99
memantine+donepecilo;NEUROPLUS DUAL;20/10mg comp.x 60(30+30);Baliarda;50%;$ 33028.6
memantine+donepecilo;NEUROPLUS DUAL;20/5 mg comp.x 60(30+30);Baliarda;50%;$ 29540.38
memantine+donepecilo;MERITAL XR PLUS;28/10 cáps.lib.prol.x 30;Roemmers;50%;$ 33821
memantine+donepecilo;LUCIDEX COMPLEX XR SPRINKLE;28/10 cáps.lib.prol.x 30;Bag¿;50%;$ 36680.25
memantine+donepecilo;ENDOCLAR PLUS;28/10mg comp.lib.prolx30;Baliarda;50%;$ 35602.9
memantine+donepecilo;ALZETIX;28/10mg cáps.x 30;Gador;50%;$ 30335.04
memantine+donepecilo;LIRPAN PLUS;28/10mg cáps.x 30;Casasco;50%;$ 40756.09
mentol+alcanfor+asoc.;ASEPTOBRON INHALACIONES;perlas x 10;Temis-Lostal¿;50%;$ 4277.5
meperidina;MEPERIDINA CHOBET;100 mg a.x 1;Soubeiran Chobe;50%;$ 2636.54
meprednisona;LA MEPREDNISONA;4 mg comp.x 20;Biotenk;50%;$ 3042.67
meprednisona;CORTIPYREN B;4 mg comp.x 20;Gador;50%;$ 3332.94
meprednisona;DELTISONA B;4 mg comp.x 20;Elea;50%;$ 3903.39
meprednisona;MEPREDNISONA RICHET;4 mg comp.x 20 (TRZB);Richet;50%;$ 3517.45
meprednisona;LA MEPREDNISONA;4 mg/ml sol.oral x 15 ml;Biotenk;50%;$ 3396.46
meprednisona;PREDNISONAL;40 mg comp.x 20;Klonal;50%;$ 18133.58
meprednisona;LA MEPREDNISONA;40 mg comp.x 20;Biotenk;50%;$ 18254.76
meprednisona;CORTIPYREN B;40 mg comp.x 20;Gador;50%;$ 20001.45
meprednisona;DELTISONA B;40 mg comp.x 20;Elea;50%;$ 23171.63
meprednisona;MEPREDNISONA RICHET;40 mg comp.x 20 (TRZB);Richet;50%;$ 19092.05
meprednisona;PREDNISONAL;8 mg comp.x 20;Klonal;50%;$ 315.85
meprednisona;LA MEPREDNISONA;8 mg comp.x 20;Biotenk;50%;$ 6635.12
meprednisona;CORTIPYREN B;8 mg comp.x 20;Gador;50%;$ 7289.58
meprednisona;DELTISONA B;8 mg comp.x 20;Elea;50%;$ 8978.02
meprednisona;MEPREDNISONA RICHET;8 mg comp.x 20 (TRZB);Richet;50%;$ 7496.62
meprednisona;DELTISONA B;gts.x 20 ml;Elea;50%;$ 4527.17
mesalazina;PENTASA;1 g comp.x 30;Ferring;50%;$ 67640.1
mesalazina;PENTASA;1 g comp.x 60;Ferring;50%;$ 127238.24
mesalazina;PENTASA ENEMA;1 g pomos x 7 x 100 ml;Ferring;50%;$ 53115.55
mesalazina;5-ASA 1000;1 g sob.x 30;Dom¿nguez;50%;$ 59511.97
mesalazina;PENTASA;1 g sob.x 50;Ferring;50%;$ 107144.82
mesalazina;PENTASA;1 g sup.x 28;Ferring;50%;$ 92441.38
mesalazina;BUFEXAN AP;1200 mg comp.rec.l.p.x60;Siegfried;50%;$ 124735.34
mesalazina;MEZAVANT 1200;1200 mg comp.x 30;Bag¿;50%;$ 70115.69
mesalazina;CONDUCTASA;1200 mg comp.x 60;Casasco;50%;$ 122811.27
mesalazina;MEZAVANT 1200;1200 mg comp.x 60;Bag¿;50%;$ 136314.66
mesalazina;5-ASA 2000;2 g sob.x 30;Dom¿nguez;50%;$ 106034.96
mesalazina;PENTASA;2 g sob.x 30;Ferring;50%;$ 127744.22
mesalazina;PENTASA;4 g sob.x 30;Ferring;50%;$ 236607.88
mesalazina;5-ASA 400;400 mg comp.x 30;Dom¿nguez;50%;$ 28408.12
mesalazina;5-ASA 400;400 mg comp.x 60;Dom¿nguez;50%;$ 54015.88
mesalazina;5-ASA 400;400 mg sup.x 10;Dom¿nguez;50%;$ 13013.86
mesalazina;5-ASA 400;400 mg sup.x 30;Dom¿nguez;50%;$ 37254.21
mesalazina;5XR 500;500 mg comp.x 100;Ariston;50%;$ 54946.13
mesalazina;SALOFALK;500 mg comp.x 100;LKM;50%;$ 87369.97
mesalazina;PENTASA;500 mg comp.x 100;Ferring;50%;$ 106932.09
mesalazina;5-ASA 500;500 mg comp.x 30;Dom¿nguez;50%;$ 30180.84
mesalazina;SALOFALK;500 mg comp.x 50;Biotoscana;50%;$ 2139.08
mesalazina;5XR 500;500 mg comp.x 50;Ariston;50%;$ 32340.16
mesalazina;PENTASA;500 mg comp.x 50;Ferring;50%;$ 55988.09
mesalazina;5-ASA 500;500 mg comp.x 60;Dom¿nguez;50%;$ 54326.99
mesalazina;CONDUCTASA;500 mg comp.x 60;Casasco;50%;$ 57067.32
mesalazina;SALOFALK;500 mg granul.LP sob.x50;Biotoscana;50%;$ 2876.08
mesalazina;YOLECOL;500 mg sup.x 30;Takeda;50%;$ 973.76
mesalazina;SALOFALK;500 mg sup.x 30;LKM;50%;$ 53393.48
mesalazina;YOLECOL;800 mg comp.x 30;Takeda;50%;$ 1573.84
mesalazina;5-ASA 800;800 mg comp.x 30;Dom¿nguez;50%;$ 48287.04
mesalazina;YOLECOL;800 mg comp.x 60;Takeda Argentin;50%;$ 16901.98
mesalazina;5-ASA 800;800 mg comp.x 60;Dom¿nguez;50%;$ 83505.74
mesalazina;CONDUCTASA;800 mg comp.x 60;Casasco;50%;$ 91617.09
mesalazina;YOLECOL;800 mg comp.x 90;Takeda Argentin;50%;$ 22818.36
mesalazina;SALOFALK;espuma rectal x14 aplic.;LKM;50%;$ 81703.81
metadona;METACALMANS;10 mg comp.x 25;Soubeiran Chobe;50%;$ 18156.49
metadona;METACALMANS;10 mg comp.x 50;Soubeiran Chobe;50%;$ 36313.13
metadona;GOBBIDONA;10 mg tab.x 25;Gobbi;50%;$ 16863.76
metadona;GOBBIDONA;10 mg tab.x 75;Gobbi;50%;$ 50285.18
metadona;GOBBIDONA;40 mg tab.x 25;Gobbi;50%;$ 37083.22
metadona;GOBBIDONA;40 mg tab.x 75;Gobbi;50%;$ 110654.44
metadona;METACALMANS;5 mg comp.x 25;Soubeiran Chobe;50%;$ 10194.97
metadona;METACALMANS;5 mg comp.x 50;Soubeiran Chobe;50%;$ 20395.85
metadona;GOBBIDONA;5 mg tab.x 25;Gobbi;50%;$ 9771.91
metadona;GOBBIDONA;5 mg tab.x 75;Gobbi;50%;$ 29172.44
metformina;METFORMIN TEMIS;1 g comp.rec.x 30;Temis-Lostal¿;100%;$ 0
metformina;METFORMIN TEMIS;1 g comp.rec.x 60;Temis-Lostal¿;100%;$ 0
metformina;MEDOBIS;1000 mg comp. x 30;Lazar;100%;$ 0
metformina;MECTIN XR 1000;1000 mg comp.rec.AP x 30;Teva Argentina;100%;$ 0
metformina;BALIGLUC AP 1000;1000 mg comp.rec.AP x 30;Baliarda;100%;$ 0
metformina;ISLOTIN XR 1000;1000 mg comp.rec.AP x 30;Craveri;100%;$ 0
metformina;QUEXEL SR 1000;1000 mg comp.rec.AP x 30;Sanofi-Aventis;100%;$ 0
metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 30;Lazar;100%;$ 0
metformina;MECTIN XR 1000;1000 mg comp.rec.AP x 60;Teva Argentina;100%;$ 0
metformina;METGLUCON 1000 AP;1000 mg comp.rec.AP x 60;Siegfried;100%;$ 0
metformina;MEDOBIS 1000 AP;1000 mg comp.rec.AP x 60;Lazar;100%;$ 0
metformina;ISLOTIN XR 1000;1000 mg comp.rec.AP x 60;Craveri;100%;$ 0
metformina;ISLOTIN 1000;1000 mg comp.rec.x 100;Craveri;100%;$ 0
metformina;DIAB DOS 1000;1000 mg comp.rec.x 100;Francelab;100%;$ 0
metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 100;Microsules Arg.;100%;$ 0
metformina;DBI AP FORTE;1000 mg comp.rec.x 100;Montpellier;100%;$ 0
metformina;ISLOTIN 1000;1000 mg comp.rec.x 20;Craveri;100%;$ 0
metformina;ISLOTIN 1000;1000 mg comp.rec.x 30;Craveri;100%;$ 0
metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 30;Microsules Arg.;100%;$ 0
metformina;DBI AP FORTE;1000 mg comp.rec.x 30;Montpellier;100%;$ 0
metformina;DIAB DOS 1000;1000 mg comp.rec.x 30;Francelab;100%;$ 0
metformina;ISLOTIN 1000;1000 mg comp.rec.x 50;Craveri;100%;$ 0
metformina;GLUCOGOOD;1000 mg comp.rec.x 60;Denver Farma;100%;$ 0
metformina;DBI AP FORTE;1000 mg comp.rec.x 60;Montpellier;100%;$ 0
metformina;DIAB DOS 1000;1000 mg comp.rec.x 60;Francelab;100%;$ 0
metformina;ISLOTIN 1000;1000 mg comp.rec.x 60;Craveri;100%;$ 0
metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 60;Microsules Arg.;100%;$ 0
metformina;REDUGLUC;1000 mg comp.x 100;Microsules Arg.;100%;$ 0
metformina;IMECOT AP FORTE;1000 mg comp.x 30;Casasco;100%;$ 0
metformina;GLUCOPHAGE;1000 mg comp.x 30;Elea;100%;$ 0
metformina;REDUGLUC;1000 mg comp.x 30;Microsules Arg.;100%;$ 0
metformina;GLUCOPHAGE;1000 mg comp.x 60;Elea;100%;$ 0
metformina;IMECOT AP FORTE;1000 mg comp.x 60;Casasco;100%;$ 0
metformina;REDUGLUC;1000 mg comp.x 60;Microsules Arg.;100%;$ 0
metformina;GLUCOPHAGE XR 1000;1000mg comp.lib.prol.x30;Elea;100%;$ 0
metformina;GLUCOPHAGE XR 1000;1000mg comp.lib.prol.x60;Elea;100%;$ 0
metformina;METGLUCON 1000 AP;1000mg comp.rec. AP x 30;Siegfried;100%;$ 0
metformina;MEDOBIS;500 mg comp. x 30;Lazar;100%;$ 0
metformina;MEDOBIS;500 mg comp. x 60;Lazar;100%;$ 0
metformina;DBI AP 500;500 mg comp.rec.AP x 100;Montpellier;100%;$ 0
metformina;DBI AP 500;500 mg comp.rec.AP x 30;Montpellier;100%;$ 0
metformina;MECTIN XR;500 mg comp.rec.AP x 30;Teva Argentina;100%;$ 0
metformina;METGLUCON 500 AP;500 mg comp.rec.AP x 30;Siegfried;100%;$ 0
metformina;ISLOTIN XR;500 mg comp.rec.AP x 30;Craveri;100%;$ 0
metformina;QUEXEL SR 500;500 mg comp.rec.AP x 30;Sanofi-Aventis;100%;$ 0
metformina;DBI AP 500;500 mg comp.rec.AP x 60;Montpellier;100%;$ 0
metformina;ISLOTIN XR;500 mg comp.rec.AP x 60;Craveri;100%;$ 0
metformina;METGLUCON 500 AP;500 mg comp.rec.AP x 60;Siegfried;100%;$ 0
metformina;MECTIN XR;500 mg comp.rec.AP x 60;Teva Argentina;100%;$ 0
metformina;BALIGLUC 500;500 mg comp.rec.ran.x 30;Baliarda;100%;$ 0
metformina;DIAB DOS 500;500 mg comp.rec.x 100;Francelab;100%;$ 0
metformina;DIABESIL;500 mg comp.rec.x 30;Gador;100%;$ 0
metformina;DIAB DOS 500;500 mg comp.rec.x 30;Francelab;100%;$ 0
metformina;DIABESIL;500 mg comp.rec.x 60;Gador;100%;$ 0
metformina;DIAB DOS 500;500 mg comp.rec.x 60;Francelab;100%;$ 0
metformina;REDUGLUC;500 mg comp.x 100;Microsules Arg.;100%;$ 0
metformina;DBI METFORMINA;500 mg comp.x 100;Montpellier;100%;$ 0
metformina;ISLOTIN;500 mg comp.x 100;Craveri;100%;$ 0
metformina;GLUCOPHAGE;500 mg comp.x 100;Elea;100%;$ 0
metformina;IMECOT;500 mg comp.x 30;Casasco;100%;$ 0
metformina;IMECOT AP;500 mg comp.x 30;Casasco;100%;$ 0
metformina;REDUGLUC;500 mg comp.x 30;Microsules Arg.;100%;$ 0
metformina;METFORMIN TEMIS;500 mg comp.x 30;Temis-Lostal¿;100%;$ 0
metformina;ISLOTIN;500 mg comp.x 30;Craveri;100%;$ 0
metformina;GLUCOPHAGE;500 mg comp.x 30;Elea;100%;$ 0
metformina;DBI METFORMINA;500 mg comp.x 30;Montpellier;100%;$ 0
metformina;IMECOT AP;500 mg comp.x 60;Casasco;100%;$ 0
metformina;IMECOT;500 mg comp.x 60;Casasco;100%;$ 0
metformina;DBI METFORMINA;500 mg comp.x 60;Montpellier;100%;$ 0
metformina;REDUGLUC;500 mg comp.x 60;Microsules Arg.;100%;$ 0
metformina;METFORMIN TEMIS;500 mg comp.x 60;Temis-Lostal¿;100%;$ 0
metformina;GLUCOPHAGE XR 750;750 mg comp.lib.prol.x30;Elea;100%;$ 0
metformina;GLUCOPHAGE XR 750;750 mg comp.lib.prol.x60;Elea;100%;$ 0
metformina;ISLOTIN XR 750;750 mg comp.rec.AP x 30;Craveri;100%;$ 0
metformina;ISLOTIN XR 750;750 mg comp.rec.AP x 60;Craveri;100%;$ 0
metformina;MEDOBIS;850 mg comp. x 30;Lazar;100%;$ 0
metformina;MEDOBIS;850 mg comp. x 60;Lazar;100%;$ 0
metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 100;Craveri;100%;$ 0
metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 100;Microsules Arg.;100%;$ 0
metformina;MEDOBIS AP;850 mg comp.rec.AP x 30;Lazar;100%;$ 0
metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 30;Microsules Arg.;100%;$ 0
metformina;METFORMINA ROSPAW 850 AP;850 mg comp.rec.AP x 30;Rospaw;100%;$ 0
metformina;BALIGLUC AP 850;850 mg comp.rec.AP x 30;Baliarda;100%;$ 0
metformina;MECTIN XR 850;850 mg comp.rec.AP x 30;Teva Argentina;100%;$ 0
metformina;METGLUCON 850 AP;850 mg comp.rec.AP x 30;Siegfried;100%;$ 0
metformina;QUEXEL SR 850;850 mg comp.rec.AP x 30;Sanofi-Aventis;100%;$ 0
metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 30;Craveri;100%;$ 0
metformina;METFORMINA ROSPAW 850 AP;850 mg comp.rec.AP x 60;Rospaw;100%;$ 0
metformina;MEDOBIS AP;850 mg comp.rec.AP x 60;Lazar;100%;$ 0
metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 60;Craveri;100%;$ 0
metformina;MECTIN XR 850;850 mg comp.rec.AP x 60;Teva Argentina;100%;$ 0
metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 60;Microsules Arg.;100%;$ 0
metformina;METGLUCON 850 AP;850 mg comp.rec.AP x 60;Siegfried;100%;$ 0
metformina;DIAB DOS 850;850 mg comp.rec.x 100;Francelab;100%;$ 0
metformina;DBI AP METFORMINA;850 mg comp.rec.x 100;Montpellier;100%;$ 0
metformina;DIAB DOS 850;850 mg comp.rec.x 30;Francelab;100%;$ 0
metformina;METFORMIN TEMIS;850 mg comp.rec.x 30;Temis-Lostal¿;100%;$ 0
metformina;DBI AP METFORMINA;850 mg comp.rec.x 30;Montpellier;100%;$ 0
metformina;GLUCOGOOD;850 mg comp.rec.x 30;Denver Farma;100%;$ 0
metformina;METFORMIN TEMIS;850 mg comp.rec.x 60;Temis-Lostal¿;100%;$ 0
metformina;DBI AP METFORMINA;850 mg comp.rec.x 60;Montpellier;100%;$ 0
metformina;GLUCOGOOD;850 mg comp.rec.x 60;Denver Farma;100%;$ 0
metformina;DIAB DOS 850;850 mg comp.rec.x 60;Francelab;100%;$ 0
metformina;GLUCOPHAGE;850 mg comp.x 30;Elea;100%;$ 0
metformina;IMECOT AP;850 mg comp.x 30;Casasco;100%;$ 0
metformina;GLUCAMINOL FORTE;850 mg comp.x 30;Siegfried;100%;$ 0
metformina;GLUCAMINOL FORTE;850 mg comp.x 60;Siegfried;100%;$ 0
metformina;GLUCOPHAGE;850 mg comp.x 60;Elea;100%;$ 0
metformina;IMECOT AP;850 mg comp.x 60;Casasco;100%;$ 0
metformina;DIABESIL AP 1000;AP 1000 mg comp.rec.x100;Gador;100%;$ 0
metformina;DIABESIL AP 1000;AP 1000 mg comp.rec.x30;Gador;100%;$ 0
metformina;DIABESIL AP 1000;AP 1000 mg comp.rec.x60;Gador;100%;$ 0
metformina;DAZOMET;AP 1000 mg comp.x 60;Savant Generic;100%;$ 0
metformina;DIABESIL AP 500;AP 500 mg comp.rec.x100;Gador;100%;$ 0
metformina;DIABESIL AP 500;AP 500 mg comp.rec.x30;Gador;100%;$ 0
metformina;DIABESIL AP 500;AP 500 mg comp.rec.x60;Gador;100%;$ 0
metformina;DAZOMET;AP 500 mg comp.x 60;Savant Generic;100%;$ 0
metformina;DIABESIL AP 850;AP 850 mg comp.rec.x 100;Gador;100%;$ 0
metformina;DIABESIL AP 850;AP 850 mg comp.rec.x30;Gador;100%;$ 0
metformina;DIABESIL AP 850;AP 850 mg comp.rec.x60;Gador;100%;$ 0
metformina;DAZOMET;AP 850 mg comp.x 60;Savant Generic;100%;$ 0
metformina;GLUCOPHAGE XR 500;LP 500 mg comp.x 30;Elea;100%;$ 0
metformina;GLUCOPHAGE XR 500;LP 500 mg comp.x 60;Elea;100%;$ 0
metformina;METFORMINA ROSPAW 500;comp.rec.x 30;Rospaw;100%;$ 0
metformina;METFORMINA ROSPAW 500;comp.rec.x 60;Rospaw;100%;$ 0
metformina;DBI METFORMINA;sol.x 150 ml;Montpellier;100%;$ 0
metformina;DBI METFORMINA;sol.x 500 ml;Montpellier;100%;$ 0
metformina+glibenclamida;GLUCOVANCE;500 mg/2.5 mg comp.x 30;Elea;80%;$ 1603.25
metformina+glibenclamida;GLUCOVANCE;500 mg/5 mg comp.x 30;Elea;80%;$ 1820.51
metformina+glibenclamida;GLUCOVANCE;500 mg/5 mg comp.x 60;Elea;80%;$ 3153.32
metformina+glibenclamida;DBI DUO 500/2.5;500/2.5 mg comp.x 30;Montpellier;80%;$ 1756.66
metformina+glibenclamida;DBI DUO 500/5;500/5 mg comp.x 30;Montpellier;80%;$ 1870.16
metformina+glibenclamida;METGLUCON DUO;500/5 mg comp.x 30;Siegfried;80%;$ 1885.22
metformina+glibenclamida;METGLUCON DUO;500/5 mg comp.x 60;Siegfried;80%;$ 2890.44
metformina+glibenclamida;DBI DUO 500/5;500/5 mg comp.x 60;Montpellier;80%;$ 3281.5
metformina+pioglitazona;CERELUC MET;15/500 mg comp.x 30;Beta;50%;$ 22175.57
metformina+pioglitazona;PIOTAMAX MET 15/850;15/850 mg comp.rec.x 30;Francelab;50%;$ 20029.31
metformina+pioglitazona;PIOTAMAX MET 15/850;15/850 mg comp.rec.x 60;Francelab;50%;$ 38135.83
metformina+pioglitazona;CERELUC MET;15/850 mg comp.x 30;Beta;50%;$ 23151.91
metildopa;ALDOMET;250 mg comp.rec.x 30;Aspen Pharma;60%;$ 2953.71
metildopa;HIPERMET;250 mg comp.x 50;Megalabs Argent;60%;$ 5108.81
metildopa;ALDOMET;500 mg comp.rec.x 30;Aspen Pharma;60%;$ 4144.82
metildopa;HIPERMET;500 mg comp.rec.x 40;Megalabs Argent;60%;$ 5526.38
metilfenidato;MFD;10 mg comp.x 30;Sidus;50%;$ 1069.46
metilfenidato;MFD;10 mg comp.x 60;Sidus;50%;$ 1972.76
metilfenidato;RITALINA LA;10 mg cáps.x 30;Novartis;50%;$ 34099.33
metilfenidato;METICIL;18 mg comp.rec.x 30;Teva Argentina;50%;$ 41010.86
metilfenidato;CONCERTA;18 mg comp.x 30;Janssen-Cilag;50%;$ 48949.08
metilfenidato;MFD;20 mg comp.x 30;Sidus;50%;$ 1984.69
metilfenidato;RUBIFEN SR 20;20 mg comp.x 30;Bag¿;50%;$ 36816.79
metilfenidato;RITALINA LA;20 mg cáps.x 30;Novartis;50%;$ 35406.1
metilfenidato;RITALINA LA;30 mg cáps.x 30;Novartis;50%;$ 39711.33
metilfenidato;METICIL;36 mg comp.rec.x 30;Teva Argentina;50%;$ 59103.92
metilfenidato;CONCERTA;36 mg comp.x 30;Janssen-Cilag;50%;$ 70008.75
metilfenidato;RITALINA LA;40 mg cáps.x 30;Novartis;50%;$ 39711.33
metilfenidato;METICIL;54 mg comp.rec.x 30;Teva Argentina;50%;$ 79609.36
metilfenidato;CONCERTA;54 mg comp.x 30;Janssen-Cilag;50%;$ 95187.95
metilfenidato;RUBIFEN 10;comp.x 30;Bag¿;50%;$ 16104.44
metilfenidato;RITALINA;comp.x 30;Novartis;50%;$ 16529.8
metilfenidato;RUBIFEN 20;comp.x 30;Bag¿;50%;$ 30526.74
metimazol;DANANTIZOL;20 mg comp.x 30;Gador;50%;$ 4113.57
metimazol;DANANTIZOL;5 mg comp.x 100;Gador;50%;$ 3102.01
metoclopramida;RELIVERAN INYECTABLE;10 mg a.x 3 x 2 ml;Gador;50%;$ 4600.25
metoclopramida;RELIVERAN INYECTABLE;10 mg a.x 6 x 2 ml;Gador;50%;$ 8739.27
metoclopramida;RILAQUIN SL;10 mg comp.subl.x 10;Microsules Arg.;50%;$ 4272.34
metoclopramida;MIDATENK;10 mg comp.x 20;Biotenk;50%;$ 286.45
metoclopramida;RILAQUIN;10 mg comp.x 20;Microsules Arg.;50%;$ 2109.01
metoclopramida;RILAQUIN;ad.gts.x 20 ml;Microsules Arg.;50%;$ 3108.43
metoclopramida;PRIMAVERA-N;ad.gts.x 20 ml;Fabra;50%;$ 3748.5
metoclopramida;RELIVERAN;ad.gts.x 20 ml;Gador;50%;$ 3837.71
metoclopramida;RELIVERAN;ad.gts.x 60 ml;Gador;50%;$ 9666.95
metoclopramida;RELIVERAN SUBLINGUAL;comp.x 10;Gador;50%;$ 4602.45
metoclopramida;RELIVERAN;comp.x 20;Gador;50%;$ 2112.88
metoclopramida;RELIVERAN;nñ.gts.x 20 ml;Gador;50%;$ 2788.1
metoclopramida+asoc.;BITECAIN A.A.;comp.x 20;Cetus;50%;$ 8931.62
metoclopramida+pancreatina+asoc.;BIL 13 ENZIMATICO;comp.rec.x 30;Bag¿;50%;$ 7083.14
metoclopramida+pancreatina+asoc.;PRAXIS NF;comp.x 30;Teva Argentina;50%;$ 6904.79
metoclopramida+pancreatina+asoc.;PRAXIS NF;comp.x 60;Teva Argentina;50%;$ 587.95
metoclopramida+pancreatina+asoc.;DIGESPLEN;grag.x 30;Craveri;50%;$ 6850.27
metoclopramida+simeticona+asoc.;FARADIL 200;200 mg grag.x 50;Sidus;50%;$ 4679.1
metoclopramida+simeticona+asoc.;FARADIL;comp.x 50;Sidus;50%;$ 4679.1
metoprolol;BELOZOK;100mg comp.lib.prol.x 28;AstraZeneca;60%;$ 7487.52
metoprolol;BELOZOK;25 mg comp.lib.prol.x 28;AstraZeneca;60%;$ 5054.88
metoprolol;BELOZOK;50 mg comp.lib.prol.x 28;AstraZeneca;60%;$ 6009.98
metotrexato;ARTRAIT;10 mg comp.ran.x 10;Trb-Pharma;50%;$ 6643.47
metotrexato;ERVEMIN;10 mg comp.x 10;Teva Argentina;50%;$ 6396.28
metotrexato;ARTRAIT;15 mg comp.ran.x 4;Trb-Pharma;50%;$ 6439.04
metotrexato;ARTRAIT;15 mg comp.ran.x 8;Trb-Pharma;50%;$ 10195.39
metotrexato;ERVEMIN;15 mg comp.x 4;Teva Argentina;50%;$ 6098.91
metotrexato;ARTRAIT SC;15 mg f.a.x 4;Trb-Pharma;50%;$ 11328.38
metotrexato;ARTRAIT;15 mg f.a.x 5 x 2 ml;Trb-Pharma;50%;$ 2165.5
metotrexato;ARTRAIT;2.5 mg comp.x 20;Trb-Pharma;50%;$ 3475.34
metotrexato;ERVEMIN;2.5 mg comp.x 20;Teva Argentina;50%;$ 3488.46
metotrexato;ARTRAIT;20 mg f.a.x 4;Trb-Pharma;50%;$ 2240.5
metotrexato;ARTRAIT SC;20 mg f.a.x 4;Trb-Pharma;50%;$ 12234.59
metotrexato;ARTRAIT;25 mg f.a.x 4;Trb-Pharma;50%;$ 14823.68
metotrexato;ARTRAIT;7.5 mg comp.ran.x 10;Trb-Pharma;50%;$ 6201.02
metotrexato;ERVEMIN;7.5 mg comp.x 10;Teva Argentina;50%;$ 6188.8
metronidazol;ROZEX;0.75% emuls.x 30 g;Galderma;50%;$ 375.22
metronidazol;ROZEX;0.75% gel x 30 g;Galderma;50%;$ 14424.36
metronidazol;METROLOCAL;0.8% gel x 30 g;Craveri;50%;$ 10762.08
metronidazol;TRICOFIN;1 g comp.x 4;Megalabs Argent;50%;$ 3196.92
metronidazol;TRICOFIN;1 g comp.x 8;Megalabs Argent;50%;$ 4159.86
metronidazol;METRAL;1% cr.x 30 g;Cassarß;50%;$ 4781.94
metronidazol;ROXEDERM;1% cr.x 30 g;Lazar;50%;$ 7355.88
metronidazol;REPLIGEN;1% cr.x 30 g;Panalab;50%;$ 7833.61
metronidazol;REPLIGEN;1% cr.x 60 g;Panalab;50%;$ 13498.91
metronidazol;METRONIDAZOL FABRA;125 mg/5 ml susp.x 120ml;Fabra;50%;$ 4906.89
metronidazol;COLPOFILIN;500 mg comp.x 10;Lazar;50%;$ 2653.93
metronidazol;TRICOFIN;500 mg comp.x 20;Megalabs Argent;50%;$ 2832.13
metronidazol;ETRONIL;500 mg comp.x 20;Klonal;50%;$ 3107.26
metronidazol;METRONIDAZOL DENVER FARMA;500 mg comp.x 20;Denver Farma;50%;$ 4540
metronidazol;METRONIDAZOL VANNIER;500 mg comp.x 20;Vannier;50%;$ 4830.03
metronidazol;METRONIDAZOL BIOL;500 mg comp.x 20;Biol;50%;$ 4864.28
metronidazol;COLPOFILIN;500 mg comp.x 20;Lazar;50%;$ 4919.48
metronidazol;FLAGYL;500 mg comp.x 20;PharmaDorf;50%;$ 5780.53
metronidazol;METRONIDAZOL FABRA;500 mg comp.x 20;Fabra;50%;$ 7904.92
metronidazol;METRONIDAZOL BIOL;500 mg óv.x 10;Biol;50%;$ 4292.4
metronidazol;FLAGYL;500 mg óv.x 10;PharmaDorf;50%;$ 4975.46
metronidazol;METRONIDAZOL RICHET;500 mg óv.x 8;Richet;50%;$ 1069.42
metronidazol;TRICOFIN;500 mg óv.x 8;Megalabs Argent;50%;$ 2867.69
metronidazol;OVUFEM;comp.rec.x 20;Laboratorios Be;50%;$ 5939.95
metronidazol;GINKAN 500;comp.rec.x 20;Baliarda;50%;$ 6288.92
metronidazol;OVUFEM;comp.rec.x 8;Laboratorios Be;50%;$ 2572.97
metronidazol;GINKAN 500;comp.rec.x 8;Baliarda;50%;$ 2744.16
metronidazol;NALOX;comp.x 10;Omega;50%;$ 449.29
metronidazol;NALOX;comp.x 20;Omega;50%;$ 771.96
metronidazol;ROZEX;cr. x 30 g;Galderma;50%;$ 14424.36
metronidazol;PADET 1 %;cr.x 30 g;Pharmatrix;50%;$ 7317.67
metronidazol;PADET 1 %;dispensador cr.x 60 g;Pharmatrix;50%;$ 11458.7
metronidazol;PADET 0.75 % GEL;gel x 30 g;Pharmatrix;50%;$ 11821.12
metronidazol;PADET 1 % GEL;gel x 30 g;Pharmatrix;50%;$ 12068.64
